,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
45065,gzZyy9_2IN1iz-qUQkmk5g,Carquest Auto Parts - Larrys Auto Parts,5855 Hollister Ave,Goleta,CA,93117,34.4357052227,-119.8280190008,5.0,36,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True'}","Hotels & Travel, Hardware Stores, Home & Garden, Auto Repair, Shopping, Automotive, RV Rental, Auto Parts & Supplies","{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '8:0-17:0', 'Sunday': '9:0-15:0'}"
45495,Ciqsv4U4zuUnv8lDBPUGjw,AAA Mid-Atlantic,5233 W Baltimore Pike,Springfield,CA,19064,39.926324,-75.3076,3.5,7,1,,"Automotive, Hotels & Travel, Insurance, Travel Services, Financial Services, Auto Repair","{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '8:0-17:0'}"
45747,-rpI6XyHt76wV5g-mgibTg,Mid Town Hotel,3900 Tulane Ave,New Orleans,CA,70119,29.9675536,-90.1039233,2.0,75,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels",
46821,ruXD0lB3rq4FMvnQL7iqLw,Tampa Bay Watch Discovery Center,700 2nd Ave NE,St. Petersburg,CA,33701,27.7735935,-82.6315285,4.0,6,1,{'BusinessAcceptsCreditCards': 'True'},"Museums, Community Service/Non-Profit, Local Services, Arts & Entertainment, Aquariums, Hotels & Travel, Active Life, Boat Tours, Tours","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-18:0'}"
47074,QBiNLoutKIgS6lzGks-50A,Bilmar Beach Resort,10650 Gulf Blvd,Treasure Island,CA,33706,27.7674978866,-82.7693894062,3.5,130,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Caterers, Hotels, Resorts, Party & Event Planning, Venues & Event Spaces, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
47227,su6eqhafkXNxBDHDAH5_SQ,Clarion Inn & Suites New Hope-Lambertville,6426 Lower York Rd,New Hope,CA,18938,40.3564238,-74.9840265,2.5,51,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
50100,3QRoFRO1fcK3RqrihQPqlw,Reisen Arizona Day Tours,5532 E Copper St,Tucson,CA,85712,32.2540901261,-110.8741699532,4.5,6,1,"{'ByAppointmentOnly': 'False', 'WiFi': ""u'no'""}","Tours, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}"
50524,yxuzVTQYqikKQO-odJToWw,avid hotel Nashville Airport,40 Rachel Drive,Nashville,CA,37214,36.1449603,-86.6752448,3.0,7,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
51908,fYE_H9XbAr6Mga1colFrtw,Days Inn O'Fallon,1320 Park Plaza Dr,Ofallon,CA,62232,38.5874822,-89.9443746,2.0,6,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Event Planning & Services, Hotels",
52040,skWRxQU2LwbYQK0Dl_FqYw,Aloft Tucson University,1900 East Speedway Blvd,Tucson,CA,85719,32.235694,-110.943389,3.0,147,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
54540,fqC3Iu46oXYuN-YVpMUg_w,Drury Plaza Hotel St. Louis At The Arch,2 South 4th St,Saint Louis,CA,63101,38.6248869,-90.188709,4.5,151,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '12:0-12:0', 'Tuesday': '12:0-12:0', 'Wednesday': '12:0-12:0', 'Thursday': '12:0-12:0', 'Friday': '12:0-12:0', 'Saturday': '12:0-12:0'}"
56290,lynRxJIurnxYiaM-595Ngw,Fork & Bottle,1 Liberty Blvd,Malvern,CA,19355,40.0557033,-75.5268511,4.0,46,1,"{'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""'casual'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Cocktail Bars, Food, American (Traditional), Hotels & Travel, Event Planning & Services, Hotels, Breakfast & Brunch, Nightlife, Buffets, Desserts, Bars, Restaurants","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '10:0-21:0'}"
57606,sUys3YPdeI40V_1ud0Z88Q,Four Points by Sheraton Tucson University Plaza,1900 E Speedway,Tucson,CA,85719,32.235694,-110.943389,2.0,8,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True'}","Event Planning & Services, Hotels & Travel, American (New), Venues & Event Spaces, Nightlife, Hotels, Restaurants",
57671,HBeYAV1Q0XKj2M3hsrAZYg,Hampton Inn & Suites Philadelphia/Media,300 S Beatty Rd,Media,CA,19063,39.913802,-75.3790875,4.0,8,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
59091,DuYEsU_O35JMvLSDTMl_Tw,Hampton Inn St. Louis-NW I-270,55 Dunn Rd,Florissant,CA,63031,38.776739,-90.336263,3.5,7,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels",
60155,yi9udL5fcmBjwcBcygv51Q,Canal Place,333 Canal St,New Orleans,CA,70130,29.9509988462,-90.0649962815,3.5,112,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '3', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""'no'"", 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': False, u'lot': False, u'validated': True}"", 'DogsAllowed': 'True'}","Shoe Stores, Fashion, Caterers, Shopping, Hotels, Hotels & Travel, Men's Clothing, Shopping Centers, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0', 'Sunday': '12:0-16:0'}"
60166,VO368SHTB5QnlLocvU1LEQ,Indy Park Ride & Fly,3875 Plainfield Rd,Indianapolis,CA,46231,39.70632,-86.332106,4.0,13,0,,"Parking, Hotels & Travel, Automotive, Airport Shuttles, Transportation","{'Monday': '6:0-5:30', 'Tuesday': '6:0-5:30', 'Wednesday': '6:0-5:30', 'Thursday': '6:0-5:30', 'Friday': '6:0-5:30', 'Saturday': '6:0-5:30', 'Sunday': '6:0-5:30'}"
65110,DapgvU4e0zpofZSbl-w5xA,House Of Broel,2220 Saint Charles Ave,New Orleans,CA,70130,29.9335411,-90.0808918,4.0,25,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'False'}","Bridal, Museums, Venues & Event Spaces, Toy Stores, Shopping, Tours, Event Planning & Services, Wedding Planning, Religious Organizations, Party & Event Planning, Arts & Entertainment, Hotels & Travel, Landmarks & Historical Buildings, Public Services & Government","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-13:0'}"
65290,rabf02tlGDa8DcsYKal_kA,Penn's Landing,Blue Cross River Rin,Philadelphia,CA,19102,39.9479483,-75.1397376,4.0,7,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Active Life, Tours, Hotels & Travel, Parks",
66845,SG9XqFtfX1jRolp9og5kBQ,La Quinta by Wyndham Tampa North I-75,17301 Dona Michelle Dr,Tampa,CA,33647,28.1237,-82.370914,3.5,27,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
66976,jxbhi7rEQIjh4uSRunZQVA,Hampton Inn St. Louis-Downtown At the Gateway Arch,333 Washington Avenue,Saint Louis,CA,63102,38.630049,-90.186505,4.0,112,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
67497,Ii1xoRrppLLOSb66rXRorw,Intown Suites,4314 W Ina Rd,Tucson,CA,85741,32.3382967,-111.0579166,2.0,8,1,,"Hotels, Hotels & Travel, Apartments, Home Services, Guest Houses, Real Estate, Event Planning & Services","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0'}"
67966,OE3ZfpTIi1HhueAQB_cPAA,Dolphin Beach Resort,4900 Gulf Blvd,St. Pete Beach,CA,33706,27.7224916,-82.7410875,2.5,138,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
69118,LnN94-sJc8U6shh_i0oclw,New Hope Railroad,32 W Bridge St,New Hope,CA,18938,40.3653211,-74.953528,2.0,150,1,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'no'""}","Hotels & Travel, Tours, Train Stations, Local Flavor, Arts & Entertainment","{'Friday': '11:0-15:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-17:0'}"
72332,MuTQhS1X7eOg6cNqrSVrCQ,Brinton Hotel & Suites,1516 Wilmington Pike,West Chester,CA,19382,39.8910589,-75.5560925,2.5,7,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
72439,Q_RiHdDrdtWFiVRxO3nOoA,Comfort Suites,137 Ludwig Drive,Fairview Heights,CA,62208,38.601519,-89.994293,2.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
73766,h_n1ud_xJSpskAyBwMK4jg,ZESCO,640 N Capitol Ave,Indianapolis,CA,46204,39.7767547,-86.1618625,3.5,9,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'None'}","Professional Services, Restaurant Supplies, Kitchen & Bath, Nightlife, Appliances, Kitchen Supplies, Food, Hotels & Travel, Tableware, Restaurants, Shopping, Home & Garden, Wholesalers","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
73811,XF2Sm0Jz7VYrZe-ZN-Djgg,Shamrock RV Park,260 E Parr Blvd,Reno,CA,89512,39.56919,-119.821898,4.0,20,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Hotels & Travel, Sporting Goods, Hotels, Shopping, Event Planning & Services, Campgrounds, Outdoor Gear, RV Parks","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}"
74358,CkTI2JkeftEW3rmfA-hkxg,Motel 6,217 S Black Horse Pike,Bellmawr,CA,08031,39.8643586,-75.0781339,2.0,8,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel",
74462,RIi9_NoeQ2gjqW_8HW0PYw,Holiday Inn Metairie New Orleans Airport,2261 N Causeway Blvd,Metairie,CA,70001,29.9935903,-90.1549946,2.5,38,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Resorts, Hotels & Travel, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
75490,6eTre0dyL-_aWia02e3mfg,Days Inn & Suites by Wyndham Northwest Indianapolis,3910 Payne Branch Road,Indianapolis,CA,46268,39.9186384,-86.2272856,2.0,23,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}","Hotels & Travel, Event Planning & Services, Hotels",
79393,toEYTrafM81UMo2GyCSxFw,Cambria Hotel Philadelphia Downtown Center City,219 South Broad Street,Philadelphia,CA,19107,39.9486052,-75.1640808,3.5,84,1,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
79895,WRuW-59kMoJBEOlSUI8nfw,Easy Rider Transport,,St. Petersburg,CA,33701,27.7730556,-82.64,4.0,5,1,"{'ByAppointmentOnly': 'True', 'WiFi': ""u'no'"", 'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True'}","Health & Medical, Hotels & Travel, Transportation, Airport Shuttles, Medical Transportation","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0'}"
80542,uwPw6d4WCX46fVizFmFSnA,Korman Residential at Cherrywood,1200 Little Gloucester Rd,Clementon,CA,08021,39.800558,-75.038318,2.0,7,1,"{'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Real Estate, Hotels, Apartments, Home Services, Event Planning & Services, Hotels & Travel","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
80572,ijU7hEUbD1Nq7KKbi4nyeQ,I Bike Santa Barbara Wine Country Tours,113 Harbor Way,Santa Barbara,CA,93109,34.4037623,-119.6942723,5.0,79,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Wine Tours, Bike tours, Mountain Biking, Bike Rentals, Wineries, Arts & Entertainment, Tours, Food, Fitness & Instruction, Active Life","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
80804,VVWFWiFpKo2PewPh2y8_iw,Chimney Hill Estate Inn,207 Goat Hill Rd,Lambertville,CA,08530,40.359176,-74.934707,3.5,42,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3'}","Hotels, Hotels & Travel, Bed & Breakfast, Event Planning & Services",
81268,vOTMHgrhjnKEn2Sy_oKExQ,Playtime Learning Academy,4701 Ehrlich Rd,Tampa,CA,33624,28.0849763,-82.5258032,5.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Education, Recreation Centers, Child Care & Day Care, Local Services, Preschools, Campgrounds, Active Life, Hotels & Travel","{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0'}"
81459,wJxy5gsCOIHoIH20yV80ng,The Musical History Tours,6TH St And Market St,Philadelphia,CA,19106,39.9507334382,-75.1501874998,5.0,5,1,"{'WiFi': ""u'no'""}","Tours, Historical Tours, Hotels & Travel, Bus Tours","{'Monday': '14:0-17:0', 'Tuesday': '14:0-17:0', 'Wednesday': '14:0-17:0', 'Thursday': '14:0-17:0', 'Friday': '14:0-17:0', 'Saturday': '14:0-17:0', 'Sunday': '14:0-17:0'}"
83220,j0BboZmuQ4B1UIzhJ1VIBA,Quality Inn & Suites,7411 N. Oracle Rd,Tucson,CA,85704,32.3414188,-110.9777663,4.0,6,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel",
83534,i_Dq9LGH_2F0-CQx7ItbmQ,Residence Inn St. Louis Airport/Earth City,3290 Rider Trl S,Earth City,CA,63045,38.7614326,-90.454006,3.0,26,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Event Planning & Services, Hotels, Hotels & Travel",
84361,UAFrK91Wd3YLBJg8Hfxj1Q,Stratford Inn,800 S Hwy Dr,Fenton,CA,63026,38.54177,-90.45697,2.0,13,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'WiFi': ""'free'"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True'}","Restaurants, Hotels & Travel, Event Planning & Services, Chicken Wings, Hotels, Venues & Event Spaces, American (New)","{'Monday': '18:30-23:0', 'Wednesday': '18:30-23:0', 'Thursday': '18:30-23:0', 'Friday': '18:30-23:0', 'Sunday': '14:0-19:0'}"
84921,E5ltjwd1IlUwbY75xRcspA,JBJ Limousine,50 College Drive,Clementon,CA,08021,39.8021041,-75.0249485,2.5,9,1,"{'WiFi': ""u'free'""}","Limos, Airport Shuttles, Transportation, Hotels & Travel","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}"
86212,jX1kNhinDzathM9gLumIjA,"Brisas Del Mar, Inn at the Beach",223 Castillo St,Santa Barbara,CA,93101,34.4101247243,-119.6972139087,4.5,194,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'False'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
86479,PEoe-xRD9EG-gSbJeEA91w,Magazine Street,,New Orleans,CA,70115,29.9219677,-90.1073935,4.0,13,1,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Personal Shopping, Travel Services, Travel Agents, Local Flavor, Shopping, Hotels & Travel, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
86668,hmO76DoSlxEUPJ2NN3K9aw,Fly Away Airport Parking,1671 Murfreesboro Pike,Nashville,CA,37217,36.1032776,-86.6677192,2.5,63,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Airport Shuttles, Hotels & Travel, Transportation, Parking, Automotive","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
86679,GNg0V6jRIFwU4JTKc-tppA,Sumneytown Hotel,3188 Main St,Sumneytown,CA,18054,40.3284623,-75.4518179,4.5,13,1,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WheelchairAccessible': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Hotels, Event Planning & Services, Bars, Restaurants, Hotels & Travel, Nightlife, American (Traditional)","{'Monday': '11:30-0:0', 'Tuesday': '11:30-0:0', 'Wednesday': '11:30-0:0', 'Thursday': '11:30-0:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '12:0-22:0'}"
87358,fla7uhSa82DyFTMxiO53ng,Four Points by Sheraton French Quarter,541 Bourbon St,New Orleans,CA,70130,29.9577981,-90.0666116,3.5,206,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False'}","Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
88311,-8f94QxhC2_BNjQ0AS8gPg,Handi Car,1137 N Winstel Blvd,Tucson,CA,85716,32.2371698,-110.9121743,2.5,5,1,,"Taxis, Transportation, Hotels & Travel","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}"
