,Unnamed: 0.1,Unnamed: 0,user_id,business_id,text,date,compliment_count,feeling
144,144,156840,fjqbn7Ixf53VVul7UFdXJg,iARJl2iEiRah0mcLlglpHQ,This is a long tip but the $2/day parking lot between Florida and Marion is not really $2/day. Plan to spend at least $7/day. I'm guessing the $2/day rate is for daytime only. The woman I asked said you get about 12 hours for your $2 so if you plan to take the Megabus for an overnight trip add the parking cost in or get a ride. You can also utilize one of the park and rides around town.,2014-09-05 00:39:34,1,Negative
145,145,157707,V2zP4qBUKkr2Mi73J3Ty5A,Mb967pEMu4d1iimJhkdtWg,Great Sunday brunch!,2012-02-19 18:50:44,0,Positive
146,146,163526,k2_Sz_oZVI9k42kssgXTZw,oVr68YLI0PMSkEc_SHMkFA,First Sunday brunch in a long long time!!!!!!!!!! Yay,2011-01-02 17:27:16,0,Negative
147,147,163608,urlkH0a4i7FWkoR2mgICiw,OE3ZfpTIi1HhueAQB_cPAA,Being flip flops to wear in your room & a can of Lysol.,2013-05-25 17:03:07,0,Neutral
148,148,163665,gZtaceYlY4DeO3LihkvWIA,OzOZLMWKF4h9bVq4ZrpIvA,Jacuzzi hot tub rooms are amazing!! Well worth the upgrade.,2014-11-30 02:18:13,0,Positive
149,149,163880,l_5iaa0MREofT7KIZIH4ug,I2Yt74AzSQFfyQqgN7PSEg,Place is attached to a really nice mall!!!!  Plenty to eat around here too!!!,2013-12-02 23:43:47,0,Positive
150,150,165700,poIygVhr5Y_IzgPINwnpsA,KxxHb9EaLFuk9qy_BAAOcQ,"NEED A RIDE???

Download Lyft and get 20$ towards a ride 

using promo code SHANNON751177

Enjoy!",2015-08-10 20:21:29,0,Positive
151,151,168176,v95s9p50rurFb1x2NmY4qQ,bKtYoWxtlHaqP6KN65HWcA,1-3 NL Holdem in South County. Brand new. Clean. Big. Sparkly. They spent some coin. Check it.,2010-07-26 02:35:21,0,Positive
152,152,172928,RIXIoCTafjr1auUJkV3fLg,skWRxQU2LwbYQK0Dl_FqYw,Nice hotel and plenty of parking.,2014-06-21 00:23:10,0,Positive
153,153,174576,eeP3h8FP6_vEz4YJxlHFJw,yi9udL5fcmBjwcBcygv51Q,Bummer that they close at 7pm in such a heavily touristed area.,2013-05-07 00:10:44,0,Negative
154,154,174626,cbv2eA5U1img-m5P9QegfQ,8XtpIfn6bjrzKQraKuZHEQ,The walls are insanely thin we heard everything... everything from next door,2018-04-21 20:27:50,0,Negative
155,155,174788,ZoJ6dqkT0rz7JCRUylC39A,hXENwSCtd8pdBrnN8XkXyA,Awesom pillow,2011-11-19 17:35:04,0,Neutral
156,156,175767,BnBQ0UU9uSiI_0cbCZ4lsw,bKtYoWxtlHaqP6KN65HWcA,Prime rib!!!!,2010-11-18 22:47:10,0,Neutral
157,157,176987,EbBYrJnkEbUA0tMrzjfZuQ,jBLv9EVy9mAxbYfxIUq-0g,Amazing experience and view at the hot tin bar,2019-06-06 04:17:20,0,Positive
158,158,177979,LmKXOdNKW2ybjLkqUiDhYA,uQWhejZCTCeJheRXOAU8ig,On the 9th hole and haven't seen the beverage cart once!  Just in case you're unaware it is almost 90 degrees out here!!!,2015-08-22 22:49:51,0,Neutral
159,159,180100,HxoG7pacr9HXdzZoix1Cpg,tH10ZuH28GrccqTZ6TTl7A,The food is pretty disgusting!,2016-05-09 11:56:14,0,Negative
160,160,180756,2n8JrnQ4jAZ227ZMwBhDfA,Oie4PpmACqZsJaEXBMWbGw,No hot water this morning!,2012-02-16 15:31:44,0,Negative
161,161,181210,UZ_SRPtgTWINuy9T8DUhBg,2dPiEMXII3wF4uNCeWDEpg,At the Crowne Plaza Hotel in Clayton. Getting my Rave Playlist finalized.,2011-03-12 21:40:32,0,Neutral
162,162,182523,Q88vNoFaPATOuVOIAZzdJg,tH10ZuH28GrccqTZ6TTl7A,Go to Little French Key in Honduras. It's amazing!!,2018-09-02 18:24:39,0,Positive
163,163,182825,1TkKWOV_pEwtbbLi6UrU8w,P-PBH28Ck3jaUY660VTuAw,"Dear ExpressPark,
Thank you for being awesome.
Love,
A grateful traveler",2015-01-03 22:57:17,0,Positive
164,164,183166,aJhKW-YPN7hjI4QNMgxfvQ,1aj1hnqPt3rqoB8tVRHLEA,Tales of the Cocktail moving in!!,2012-07-19 12:39:02,0,Neutral
165,165,183388,V2zP4qBUKkr2Mi73J3Ty5A,Mb967pEMu4d1iimJhkdtWg,No more German buffet until the end of November. :-(,2013-09-28 01:16:50,0,Negative
166,166,184708,jFSrZYDK85AM4Yhrbg99kg,wynKaoaiSAxf9zO8dJOVbw,Very comfortable stay. Clean. Nice staff. Convenient location on the way to Florida.,2014-12-23 23:13:08,0,Positive
167,167,184732,icqpK4kCmdLsVMVHIBwvrA,1aj1hnqPt3rqoB8tVRHLEA,"Thermostats will go below 60, if you like to sleep in a meat locker. Rooms nice, small, but wall paper needs replacing, have a few spots like this in room.",2015-02-13 14:45:39,0,Positive
168,168,185079,MfJkJhp0QLbavUJYz3rlLg,1aj1hnqPt3rqoB8tVRHLEA,Check out the pool deck!!,2011-11-13 22:09:22,0,Neutral
169,169,188919,lMY8NBPyzlPbbu-KBYfD9A,bKtYoWxtlHaqP6KN65HWcA,Valet parking available,2016-12-24 04:24:52,1,Positive
170,170,190371,sOq_0o7ybhTJH9RuX87_lg,skWRxQU2LwbYQK0Dl_FqYw,Use their underground parking lot. It keeps your car protected from the elements and you can take the elevator right to to your floor!,2013-09-05 03:34:08,0,Positive
171,171,190653,N8ITUUDRBpo1hTNDvk1byA,-VGUpTEsCUE9gJk50gbU6w,They boars from the back of the plane! BRILLIANT!,2017-01-17 14:55:36,0,Positive
172,172,191036,JSzIwMqdSI74_ztnbWzsEA,tH10ZuH28GrccqTZ6TTl7A,The sea sickness of it all!,2013-09-17 22:31:41,0,Neutral
173,173,191565,eX1eHyJ6iYD1rzfzEox43w,XF2Sm0Jz7VYrZe-ZN-Djgg,Bring your own camping chairs as the sites do not have picnic tables,2017-05-09 02:52:52,0,Positive
174,174,192921,YSI6ca4Wc50xfQz3pDgAZA,skWRxQU2LwbYQK0Dl_FqYw,Great place to stay if you like modern meets convenience,2013-05-04 07:54:38,0,Positive
175,175,193574,BnBQ0UU9uSiI_0cbCZ4lsw,bKtYoWxtlHaqP6KN65HWcA,Buffet awesome today,2010-11-11 18:06:11,0,Positive
176,176,195149,A4YsDUocwpqCjtaMS32R6g,_E0WPHfJEYmwOUCAj-Jq1A,Best locals casino,2019-06-28 02:02:13,0,Positive
177,177,196388,abwIK96RInqobrM3fgpl7g,1aj1hnqPt3rqoB8tVRHLEA,"Honestly, stay away. This place is pricey and the quality is not matching the price tag.",2014-07-13 22:31:19,0,Positive
178,178,197006,XrgaLMT5FrpxpkEwoZRzLA,1aj1hnqPt3rqoB8tVRHLEA,"HAUNTED! Jk I wish. Love this place, very beautiful. would stay again.",2018-08-05 00:34:04,0,Positive
179,179,197476,5iLTCZo9-YJgdwvk7iM84Q,uQWhejZCTCeJheRXOAU8ig,Great place to play!!!,2012-11-26 18:08:57,0,Positive
180,180,199519,PmB81rYlYEJEX_dUfRt27Q,6RmCKos_1EmLtg4oQXR9hw,Ahhh it's the hotel snob in me,2011-10-01 01:13:34,0,Neutral
181,181,203815,3VrHMhPaeu0itBF_Pt5Aug,TZodoH7csDIwQ5EfWqqsJw,The staff has been amazing!,2012-12-24 16:22:27,0,Positive
182,182,204226,Ro_F4PJqYV7THY0v5TCf6g,OE3ZfpTIi1HhueAQB_cPAA,Pool and outdoor area,2016-06-30 04:47:08,0,Neutral
183,183,206583,2n8JrnQ4jAZ227ZMwBhDfA,Oie4PpmACqZsJaEXBMWbGw,My key keeps not working. It's like they program them for only one use.,2011-10-22 03:52:09,0,Neutral
184,184,207636,Mc4C7fVY0sEcD-U5eOA2Og,4E8Ns9fGoetEhaqlNkcq9A,"Nice boats, good people. They even have a cooler onboard to keep your drinks cool.",2012-09-17 05:41:53,0,Positive
185,185,208412,JW6oatjG0emUKzE6g664ew,1aj1hnqPt3rqoB8tVRHLEA,Bloody Mary Morning for Tales.,2013-07-18 14:38:30,0,Negative
186,186,210159,P1W5wHWzQXLQnHuOGKspLg,6RmCKos_1EmLtg4oQXR9hw,Checking out.,2012-03-04 14:09:56,0,Neutral
187,187,211412,HnIn394NjYISoy8P98nmgA,k1EL0UvRYao_La9zdeUfJw,Awful restaurant. Hotel is ok for a Hilton ..meaning survivable,2012-11-18 02:35:24,0,Negative
188,188,211813,PficybxOMu_4ekvyvoFIyg,1aj1hnqPt3rqoB8tVRHLEA,Gotta try the vieux Carrie,2015-12-25 06:12:38,0,Neutral
189,189,212341,OFHfRkuJYP9DdJpedMtveA,1aj1hnqPt3rqoB8tVRHLEA,The buffet was delicious!  What an elegant hotel!,2013-05-12 14:32:04,0,Positive
190,190,213489,mQ5bv7uCuFiHTIHCzT3Tyw,QBiNLoutKIgS6lzGks-50A,Breakfast on the beach!,2011-01-15 14:36:32,0,Neutral
191,191,216190,tbI8YO0O51Mrm_yIiD9Ptw,nhIffYn3kMRlHeClz0az1g,Train is late today!,2017-05-15 16:23:53,0,Negative
192,192,216887,epIwh0ls_Z977-5JQ3zAbg,QBiNLoutKIgS6lzGks-50A,The front restaurant was borderline ok at best.  Go to Sloppy Joes for a full bar and quick bite to eat.,2017-06-11 10:07:12,0,Positive
193,193,217261,HzeVbLwHoWdNGA1IYWJ-nw,ATzv3wgKWAz94WM1K79EUQ,Nice room with a patio!!!  Great device and shuttle guy Joe is awesome. He took me by the stadium to get. Pictures of the blue turf.,2012-08-08 01:15:15,0,Positive
194,194,217520,aJhKW-YPN7hjI4QNMgxfvQ,1aj1hnqPt3rqoB8tVRHLEA,Tales of the Cocktail staff meeting!,2012-06-28 22:39:24,0,Neutral
195,195,219914,A41rulUxanw5uZu-e-r2Cg,SG9XqFtfX1jRolp9og5kBQ,Bring ear plugs.  Dogs and noisy air-conditioners make sleeping difficult.,2019-02-08 23:26:30,0,Negative
196,196,225357,br3PidqAbd9uAD8fTueTtA,hmO76DoSlxEUPJ2NN3K9aw,Great service - always leave in shuttle within 5 minutes of arriving.,2013-08-13 11:10:38,0,Positive
197,197,225631,2WuJy0fJckCVuVXImBle1w,bKtYoWxtlHaqP6KN65HWcA,Best casino in stl,2011-02-19 08:00:38,0,Positive
198,198,226372,TWDHHv7fZZvD78dGwNz2UQ,OE3ZfpTIi1HhueAQB_cPAA,"This hotel really seems to attract more of a retired crowd, so it is relatively quiet.   It also seemed a bit understaffed, but the catered banquet I attended there (escorting a member if the SPHS class of 1948) had surprisingly good food for the overall cost.",2013-11-06 15:27:05,0,Positive
199,199,227432,x5_wSiB2y5lXCFp8WlGf1A,fGUNmpB-Z3Tx51DM93eaBQ,Booking a suite earns you a complimentary breakfast 7 days a week,2016-11-20 01:40:44,0,Positive
200,200,228498,VHWA53YOz3haDuIL36hYVQ,k1EL0UvRYao_La9zdeUfJw,Looks like we are flying out tomorrow!,2011-03-27 19:24:13,0,Neutral
201,201,230512,iAQp8LT5jCLz43bv2X6oFw,fGUNmpB-Z3Tx51DM93eaBQ,Parking garage can accommodate extra tall vehicles!,2018-01-22 00:15:03,0,Neutral
202,202,230549,zbZyQQOnXd5mx1WvbRvN6A,_E0WPHfJEYmwOUCAj-Jq1A,The Steakhouse at Western Village has Prime Rib that rivals The House of Prime Rib in San Francisco.  Fabulous,2011-01-14 02:17:13,0,Positive
203,203,235136,QNR5-EAddYj33kgMbepRSg,bk5ZKusfuzlar9z9JbHlIA,"We wound up here due to limited availability because of the PRI trade show was in town. We were in town for work and very pleased with this hotel. I ended up with an upgraded room upon arrival. The staff was exceptionally friendly and helpful. The location is super close everything from dining, shopping, convention center and the sports fields. Will definitely look at staying here again when I return next month!",2014-12-14 17:51:42,0,Positive
204,204,235246,5iLTCZo9-YJgdwvk7iM84Q,uQWhejZCTCeJheRXOAU8ig,Great prices!!!,2012-10-09 21:11:25,0,Positive
205,205,235513,GbS7qX1qPjffzNeUFsJ4WQ,DapgvU4e0zpofZSbl-w5xA,Keep knocking at the front door if its locked,2012-04-18 19:06:35,0,Neutral
206,206,236728,eIav3vJo8BXskSqmh_lFAA,kMHZgooGdHN9099Ya0X4vA,bed bugs!! this la quinta has bed bugs!! do not stay here!,2016-11-27 10:11:38,0,Neutral
207,207,236761,xnObMamBlKCMmzsVq9mMlQ,1aj1hnqPt3rqoB8tVRHLEA,Teeny tiny rooms!,2012-01-26 23:52:25,0,Neutral
208,208,237171,YrDbyRFyan6nx5aXb_N8Hg,qeJ7HUUo-Cg75fxDV2dDbA,"With this airline, travel as light as you can! I have the bare essentials for a 3 day trip in a bag that fits under the seat. All to avoid the $26 carry on fee. So what? I am cheap.",2013-05-03 18:36:26,0,Positive
209,209,237335,V2zP4qBUKkr2Mi73J3Ty5A,bKtYoWxtlHaqP6KN65HWcA,New Year's King Crab and Prime Rib buffet!,2012-12-31 23:46:49,0,Positive
210,210,237673,F7EuGx19ChOlv__ov2G9bw,ZNdy7JaPmZpIYprPU-2wnw,Full room renovations have begun on third floor rooms.,2015-08-15 10:26:29,0,Positive
211,211,238081,Pj7oG3izwwQrTQi07PBkyw,_E0WPHfJEYmwOUCAj-Jq1A,Diamonds baby!,2013-03-03 18:43:35,0,Neutral
212,212,239648,_zeiBNtH-8o5H7F9HnUA4g,2o4GOsWEmcdwjgqnEw0w9A,Nice and cool during the summer,2012-08-05 20:56:38,0,Positive
213,213,239673,cJ7EsBomKWzKFLjauxeC_g,yi9udL5fcmBjwcBcygv51Q,Parking,2011-04-22 06:05:55,0,Neutral
214,214,239883,l64DLoZ3Ysiux1KbF9F3Mg,M3G7USDHXk--ZycO1Zjs1w,"If you're looking for dinner options, check out the three course meal options. You get an extra side like soup or salad, and a dessert for only a couple more dollars than the standard dinner. Serving size is the same too. Definitely worth it if you want the full meal experience.",2020-03-09 22:17:07,0,Positive
215,215,240500,1idBtULpm_59kT9JP0wklg,yICkcFt6NJGHqTXs24esKg,Wow - the beach bar has expanded!,2012-04-15 03:29:00,0,Positive
216,216,241439,bE3X0rxNZcBD-lYH7ywfYQ,DlU5bGy4imZ5JzZYoQkdSg,Took them 2 days to respond. The response was we were out of their area.,2021-07-02 18:13:31,0,Neutral
217,217,241986,H1KxT6STHcMuN7VTVeytoA,qeJ7HUUo-Cg75fxDV2dDbA,Cheap fares no thrills. Surprisingly good service!,2017-01-30 03:50:14,1,Positive
218,218,242044,yLljoL8Uxagzzkg85RvGYQ,ATzv3wgKWAz94WM1K79EUQ,Good restaurant and bar,2012-03-21 17:41:16,0,Positive
219,219,242506,tG8jt8ZB9LalIRZ2ZtlVvw,1KLs3yA1gIq0Jek-iyPXlA,"I've stayed here four or five times. Whenever I visit St. Louis I stay here. On today's stay, there was Chinese food in the refrigerator.",2010-08-20 21:06:22,0,Neutral
220,220,242610,OFHfRkuJYP9DdJpedMtveA,1aj1hnqPt3rqoB8tVRHLEA,Sitting at the Carousel Bar,2013-01-08 01:18:08,0,Neutral
221,221,243495,v_w-fSToIY4jCleai315fg,M3G7USDHXk--ZycO1Zjs1w,Love the pot roast. Best around,2017-05-28 23:00:24,0,Positive
222,222,245739,pzOz1-qTLb442Z9jLYSM4g,UjOq8dBVNv9weHrVDqm3kQ,Rooms facing the center grass seem to be the largest. Gotta get up early to enjoy a seat at breakfast. It gets crowded.,2012-09-13 14:46:55,0,Positive
223,223,246715,GJv1yf_IhUZqpDjFr86DmA,TZodoH7csDIwQ5EfWqqsJw,"The Presidential Suite has a bar with refrigerated drawers. Highly convenient. Oh, and a jacuzzi.",2011-05-03 01:52:28,0,Positive
224,224,247858,EIpPME2cIuNbhfXrtsSApg,arENZ7RTwqOmY3SrcUGExg,FRIDAYS NIGHTS! Ski for $5 with a food bank donation!,2015-02-28 01:31:31,0,Neutral
225,225,248608,WtgVYb9PgxaOzaXo4ZpWzw,oVr68YLI0PMSkEc_SHMkFA,Cocktails & Latin jazz,2011-10-01 02:30:42,0,Neutral
226,226,249763,ESlbhXivKfrymFf-0saA7w,rZ2Uygsn6vmnUIAaN_DIzQ,"Valet parking for three hours
And try the snapper while you're at it",2017-08-13 20:49:59,0,Neutral
227,227,251221,DQLIeWYj1YVQbxGDzw9Scw,oVr68YLI0PMSkEc_SHMkFA,Love the lobby bar during the Holidays!,2010-12-30 00:20:55,0,Positive
228,228,251685,6ObFF8-uKnOAlXuSH4TlyQ,skWRxQU2LwbYQK0Dl_FqYw,Opening night party. College style,2013-04-06 05:33:50,0,Neutral
229,229,251819,Ok0CejFdk5gVt9CMBSvjQg,bKtYoWxtlHaqP6KN65HWcA,Use the valet it's free but be sure to tip.,2014-07-19 20:49:16,0,Positive
230,230,253087,spkspIaGx9aj8wsnGOVnqA,p6H295aQCbDJ80GcpqFvwA,You can borrow an iPad for use during your stay...for free.,2014-10-07 22:09:53,0,Positive
231,231,254434,1zG4q1xZuZkN6Szs-XwwhA,bKtYoWxtlHaqP6KN65HWcA,The casino inside and out is beautiful and worth visiting if you live in Missouri.,2012-04-22 03:16:16,0,Positive
232,232,254978,AEowRtLGb_AdqFAZ8e6C9A,DXDoeVULsKLb7LLyAfvuVg,The bar seating has USB charging ports and free phone chargers,2019-11-13 02:45:16,0,Positive
233,233,256810,AX4zTc-jsltX0-15u77jqA,6RmCKos_1EmLtg4oQXR9hw,"2nd stay here and I still love it! Large rooms, great decor, free breakfast!",2011-09-11 13:12:04,0,Positive
234,234,257378,vP2AaXO0qiHp597uPc3rnw,KxxHb9EaLFuk9qy_BAAOcQ,"For the price and the location, this hotel is awesome!",2017-12-10 03:50:26,0,Positive
235,235,257559,t3WF67GpXyapkGjwn3yk_Q,bKtYoWxtlHaqP6KN65HWcA,I had one drink tonight and got rejected.   The hell with those guys...,2014-07-20 06:51:00,0,Neutral
236,236,260879,3OHANSGLGSoCDrJNwIO9uA,1aj1hnqPt3rqoB8tVRHLEA,The best. One of my favorite cocktail spots in the Quarter. Tasty Sazeracs,2018-02-18 18:23:22,0,Positive
237,237,260929,mZpMg1ualnMLgIzOCAZErA,1aj1hnqPt3rqoB8tVRHLEA,Great Hotel in a perfect location! I would definitely stay again,2017-03-05 03:39:56,0,Positive
238,238,261877,QtmXxCB_vWCe5Aw3v7ZQ0Q,qeJ7HUUo-Cg75fxDV2dDbA,Hate Allegiant,2014-08-17 20:06:26,0,Negative
239,239,264469,ik0lmzlxhJTUUjGV5haljQ,qafbfRCEynr5k8vRfWuLyQ,"Terrible, inefficient - never again!",2013-06-15 16:27:04,0,Negative
240,240,264832,CjJhEzdWQNEKa7grwPRQyg,P-PBH28Ck3jaUY660VTuAw,Check in and get a free days parking with minimum 4 day stay!,2013-11-01 23:36:22,0,Positive
241,241,265284,cMpJ-KeY2l4D7ZiSEk_tjA,bKtYoWxtlHaqP6KN65HWcA,"They charge for drinks, yes.... Im use to Louisiana casinos you play and they provide the alcoholic drinks for free",2013-01-01 02:07:46,0,Positive
242,242,267163,XbvnSB-EagJbfA7Qw0Qeig,8XtpIfn6bjrzKQraKuZHEQ,This hotel has no concept of the affects of not checking their HVAC.,2021-01-13 22:09:35,0,Neutral
243,243,268950,lGfbcpbS876aI9P8bjkdXA,kMHZgooGdHN9099Ya0X4vA,Stay at the La Quinta a mile west of this one!!!,2013-03-28 02:23:09,0,Neutral
244,244,270949,rpUOaLv_7QkDeFQSZMZhOg,bKtYoWxtlHaqP6KN65HWcA,Mom's last night in town :-(,2011-12-02 23:19:19,0,Negative
245,245,271220,UvSOYVwqwyzNr40AU1t6Yw,ap-SkQRLsBQBsvAlAhK5uA,Under renovation,2013-11-20 20:59:09,0,Neutral
246,246,273036,DwaaafwryFbW7C4E1gU1AA,sBcKVeZEHiG9JAxCiGvd2g,June 20 they will be having another food walk. Last year's was great,2015-03-08 06:03:32,0,Positive
247,247,274976,0sl4I8R7znWXp_K4A0nZ_w,wwhfuFiuDxUDYuJYVOpz-Q,"Purchase ear plugs to prevent hearing the ""love sounds"" next door due to paper-thin walls.",2015-06-20 18:08:59,0,Positive
248,248,276096,wTdEJv1VYUdlZ0_fS_vT5A,1aj1hnqPt3rqoB8tVRHLEA,Awesome bar!,2012-04-20 21:49:50,0,Positive
249,249,277603,LFSwI5pVIJPp_DRWoqestQ,_E0WPHfJEYmwOUCAj-Jq1A,Play the $3 limit table games!,2012-01-24 01:03:48,0,Neutral
250,250,278458,BUeqfrO3j65uzd9RxC6gbw,o9Gru-QFoxGK26FSWRCLXA,New covered car selection area makes life a lot easier - no more stacking.,2014-05-27 18:12:39,0,Negative
251,251,279293,XAh8KAJtPqQ_o-Ndb9V_tg,o9Gru-QFoxGK26FSWRCLXA,"I stood under the sign and two shuttles raced by me with no communication. That is the norm for pickups. You wait forever and they speed by when you do see one. All other airports, they stop or slow down at pickup locations. Well, not National.",2017-09-05 20:15:43,0,Negative
252,252,279555,nR9klq6eOdBuA_cSZW3HqQ,vOTMHgrhjnKEn2Sy_oKExQ,There is are options for free VPK preschool (3 days a week class) and a part-time PreK3 class (2 days a week) at a discounted rate.,2011-04-05 16:34:37,0,Positive
253,253,280598,n30mcJCZ8CBhb9YhaF_FHg,OzOZLMWKF4h9bVq4ZrpIvA,"Mix one tea bag from the ""wake up"" lobby jar and one from the ""be happy"" jar for the best hot tea I've ever had.",2018-11-16 18:13:21,0,Positive
254,254,280988,57e9N1pARtDml7YEW-NClg,CkTI2JkeftEW3rmfA-hkxg,No tissues?,2012-12-28 05:24:17,0,Neutral
255,255,281641,EIjke9aOsmP-Bw3TtLoLQw,fGUNmpB-Z3Tx51DM93eaBQ,"Whitney Peak is the coolest thing that's happened to Reno since Mark Twain and the Donner party. I have always loved Nevada, loved the high desert and the history, but  have always felt something missing in a city that was drowning in the lowest common denominator of the cheesy casinos. Whitney Peak is the beginning of the end of all of that. Great food, embracing the spirit of ""place"" and the high-altitude lifestyle. This establishment is literally making me change my mind about this town.",2014-10-18 20:00:28,0,Positive
256,256,282204,wnzMX1XtTxzNRHBWJkSTdA,1aj1hnqPt3rqoB8tVRHLEA,Wonderful hotel and restaurant!! Espacially manager Mr. Emirhan is so kind.,2017-09-16 01:16:46,0,Positive
257,257,283049,lMY8NBPyzlPbbu-KBYfD9A,bcsPvOn4fVE_0SvRjIP1lw,Southwest terminal location,2018-12-12 18:55:41,0,Neutral
258,258,283419,RMxvK_J_Pn3qWUxug8-8zw,nyRBU9cCccVHil2qUZfAOg,Nice rooms new updated,2014-02-20 04:44:05,0,Positive
259,259,285925,QTKgM7tZaB4r9AOQiNPPWA,71cUrGn9enOIIiPtwqp82w,Not dependable!,2013-04-02 15:57:49,0,Neutral
260,260,288077,rf4CHEQ9R6k1TEgOKkJylQ,1aj1hnqPt3rqoB8tVRHLEA,Expensive!,2012-02-22 20:16:45,0,Negative
261,261,288754,3QnoTcrxuafMCoTzW_AH7A,0FMOvA2Noq-gieWfnXB7aQ,"Opens to the public Feb 11th! 
Sneak preview Jan 19-25th!! 
Bring your invitation & don't forget to reserve your time slot!

They do have a garage- enter on Darien 
surface parking-10th Street",2021-01-21 18:16:58,0,Neutral
262,262,288756,3QnoTcrxuafMCoTzW_AH7A,0FMOvA2Noq-gieWfnXB7aQ,"Opens to the public Feb 11th! 
Sneak preview Jan 19-25th!! 
Bring your invitation & don't forget to reserve your time slot!

They do have a garage- enter on Darien 
surface parking-10th Street 

Download the app to earn member credits! 

Table games as well as online.",2021-01-21 18:15:30,0,Neutral
263,263,290163,EApYnqfUdvuZAfREknSSyw,1aj1hnqPt3rqoB8tVRHLEA,Great Mojitos by Travis. Trust the Fat Man!!,2012-09-16 03:05:31,0,Positive
264,264,290192,y6-ONuzNIxAfsgfeT53_sA,su6eqhafkXNxBDHDAH5_SQ,I love this dumpy motel! But make sure to BYOW! They don't have any potable water on premise for sale or free!,2016-12-20 16:56:59,0,Positive
265,265,290787,mNgqa8GoNXKaEJ--ik5LeQ,1aj1hnqPt3rqoB8tVRHLEA,Tale of the Cocktail Ground Zero- 10th Anniversary,2012-07-26 16:39:12,0,Neutral
266,266,291209,C3g8rpjTzTdxmujnHaR1Tw,QM6ydur0eyQxrrUYF__XMQ,Excellent location near BMW dealer. Nice staff.,2016-07-15 18:54:37,0,Positive
267,267,291752,3b_mI9XPvSPxWOPWtFJUkQ,sUys3YPdeI40V_1ud0Z88Q,Aloft Tucson University hard hat tour,2012-12-13 22:21:18,0,Negative
268,268,292737,OLGQ7alK4VKl3YdQk6UF5g,-VGUpTEsCUE9gJk50gbU6w,JetBlue treats customers like humans vs cattle. What a luxury!,2019-04-17 09:41:31,0,Neutral
269,269,293178,EApYnqfUdvuZAfREknSSyw,yi9udL5fcmBjwcBcygv51Q,hangover 2,2011-06-06 02:06:25,0,Neutral
270,270,294415,qOAYy-WGn54j7LyiqKU-OQ,bKtYoWxtlHaqP6KN65HWcA,Dancing!!!!,2012-05-12 02:21:28,0,Neutral
271,271,294433,bjX58cooXPxdNfR0GZ6r9Q,yi9udL5fcmBjwcBcygv51Q,Starbucks is gone. It's now PJs coffee,2021-12-28 21:40:14,0,Neutral
272,272,295689,LahzeRFPyjL0R2oShQAVCQ,8rhUPc37gyqqeCnmRbZx-Q,The awful gal working at the front desk 5/22/14 @ 4:15 pm was a NASTY UNhelpful rude person... customer service worth ZIP.  In fact I plan on speaking to her manager... #ATTITUDEadjustment,2014-05-22 22:16:08,0,Negative
273,273,295773,vd8mi2JnJ-WcS502xXcpnw,k1EL0UvRYao_La9zdeUfJw,"Its super clean and great bar ,ladies",2017-03-20 07:40:06,0,Positive
274,274,296184,0iq45WV_h_j8SXjR4ytcJg,oVr68YLI0PMSkEc_SHMkFA,This hotel property seems to be geared more towards business travelers.,2015-07-31 04:55:34,0,Positive
275,275,296505,A4YsDUocwpqCjtaMS32R6g,_E0WPHfJEYmwOUCAj-Jq1A,Great locals hang out,2016-11-06 01:46:15,0,Positive
276,276,299801,KtIh1kjkVESCqd2CCsQnhA,bKtYoWxtlHaqP6KN65HWcA,N3 is as far away from the concert venue (located on south end) that one can possibly park.,2018-07-29 02:59:18,0,Positive
277,277,302466,wM7G2F5HKi62yvO-HM51zQ,bKtYoWxtlHaqP6KN65HWcA,Huey Lewis & the News! :-),2013-06-23 22:26:40,1,Positive
278,278,302981,q20A17Oy-SlmZTdTAK_Mxw,EYra7eaplsf9XVdOghcfwQ,"If you have a hide-a-bed don't count on having sheets, pillows etc. We checked in with two kids and it didn't dawn on the clerk we need them. Had to go back and wait in line behind other guests checking in to get some.",2019-09-01 03:55:50,0,Negative
279,279,303580,lXuVEYd1EAjMGHRIsGWeow,OE3ZfpTIi1HhueAQB_cPAA,Inside bar has rude staff. Was pretty busy ordered a piña colada and was told they were to busy to make frozen drinks.,2013-05-06 02:19:23,0,Positive
280,280,304893,wAgg_B9OQzL8_UF8ozu1eQ,Mb967pEMu4d1iimJhkdtWg,Seeing the lights,2013-12-15 00:51:47,0,Neutral
281,281,305837,g3cYRU_hNKMOlB-gcrlGjQ,QBiNLoutKIgS6lzGks-50A,Great local hotel right on the beach!  One of the last few place on the beach where you at least  get your money's worth. Nearly every room has a full beach view!,2013-08-09 21:23:35,0,Positive
282,282,308681,urGnh8Eockw-wJ1PgzgY-g,OE3ZfpTIi1HhueAQB_cPAA,Carpet in our room felt disgusting and the old water smell in the bathroom was unpleasant.,2015-11-22 20:52:57,0,Negative
283,283,310429,cOjJTBwF59Pro8j2EfcZwQ,KxxHb9EaLFuk9qy_BAAOcQ,"Clean, modern, comfortable rooms.",2014-03-24 17:01:42,0,Positive
284,284,310975,nT-sNbcZDDo_9cWBPQSMQA,KxxHb9EaLFuk9qy_BAAOcQ,Hotel is still in the checklist status.  Fitness center is back in operation today after painting yesterday.,2013-12-10 15:21:13,0,Negative
