name,address,latitude,longitude,category,gmap_id,description,avg_rating,num_of_reviews,price,hours,MISC,state,relative_results,url
DoubleTree,"DoubleTree, 135-30 140th St, Jamaica, NY 11436",40.6673122,-73.79851839999999,Hotel,0x89c2671f04acf0c3:0x719a3d6a03f0eef7,,2.4,14,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2671f04acf0c3:0x719a3d6a03f0eef7?authuser=-1&hl=en&gl=us
The Americana,"The Americana, 18th Ave, Bayside, NY 11360",40.7851352,-73.7756319,Hotel,0x89c28a41dda259e3:0x1d946b47bdc7bf1f,,4.7,7,,,{},,"['0x89c28bc2b38a9527:0x193fbb4080908b6d', '0x89c28a6a14aa3bf9:0x6d882f71696dc69c', '0x89c259aa6e0c939d:0x4a4180881b2486db', '0x89e82ada1f9f1923:0x4e2fbd5f040346ee', '0x89c2888c2a5b7b03:0x5ac97a8118026c5d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c28a41dda259e3:0x1d946b47bdc7bf1f?authuser=-1&hl=en&gl=us
Holiday Inn Rochester Airport,"Holiday Inn Rochester Airport, 911 Brooks Ave, Rochester, NY 14624",43.128843,-77.65807699999999,Hotel,0x89d6b3574c44e581:0x31252b5276fd034,"Modest option with a heated indoor pool, whirlpool & sauna, plus a free airport shuttle & Wi-Fi.",2.9,48,,,{},,"['0x89d6b35f3e513d57:0x4bece3ab95d4384e', '0x89d6b34ff70d7645:0xe0a57ff3e4c323db']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d6b3574c44e581:0x31252b5276fd034?authuser=-1&hl=en&gl=us
J & S Reeve Cottages,"J & S Reeve Cottages, 28 White's Ln, Aquebogue, NY 11931",40.9358794,-72.61042309999999,"Vacation home rental agency, Cabin rental agency, Cottage, Cottage rental, Cottage village, Holiday accommodation service, Holiday home, Hotel",0x89e88c8332f01f55:0xfd01ce8fa0d4bcf4,,4.8,48,,,{'Health & safety': ['Appointment required']},,"['0x89e867a0bef4ffff:0xa05814b24f5a2fd3', '0x89e89850dee92235:0xa3a6760c2ec53118', '0x89e899020822fcf7:0xb9aa473aac191444', '0x89e88e08d4ab02df:0x3422e5b8561d542e', '0x89e8355bcacd7767:0x19db5ab23bdffd6e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e88c8332f01f55:0xfd01ce8fa0d4bcf4?authuser=-1&hl=en&gl=us
Burcliffe By The Sea,"Burcliffe By The Sea, 397 Old Montauk Hwy, Montauk, NY 11954",41.0201478,-71.9819031,Hotel,0x89e8aceb6286d9df:0x561ffeca5e1f1ba9,,4.7,6,,,{},,"['0x89e8adcf700b1025:0x8ae185d3499d7db5', '0x89ef535417054087:0x8396575694ef4522', '0x89ef54a8551d9f2d:0xf2f8b5fe7ee52a38', '0x89ef535658d040c1:0x76c56d0299c7a819']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e8aceb6286d9df:0x561ffeca5e1f1ba9?authuser=-1&hl=en&gl=us
Sandbar Rooftop,"Sandbar Rooftop, 152 W 26th St, New York, NY 10001",40.7455564,-73.9937483,"Lounge, Hotel",0x89c259d10e654f89:0x62d82b277df2095a,Cocktails & bites atop the Hilton Hotel in a chic eatery with a beachy vibe & panoramic city views.,4.0,78,,,"{'Service options': ['Dine-in', 'Delivery'], 'Highlights': ['Great cocktails'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Hard liquor', 'Wine'], 'Amenities': ['Restroom'], 'Atmosphere': ['Cozy'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259d10e654f89:0x62d82b277df2095a?authuser=-1&hl=en&gl=us
Bellagio Loading Dock,"Bellagio Loading Dock, Las Vegas, NV 89109",36.110429,-115.1779905,Hotel,0x80c8c5cf3d80250d:0x92e0f978434ef619,,1.0,1,,,{},,"['0x80c8c430cb5147bd:0x82f2c7c5d9d10d84', '0x80c8c43b0ced90a1:0xad96e62ad334f106', '0x80c8c415ac77058b:0xa1b4397e7377d345', '0x80c8c43aeed807dd:0x3653fc23733006f6', '0x80c8c42e1d156485:0x2ef3882f44b3056f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c5cf3d80250d:0x92e0f978434ef619?authuser=-1&hl=en&gl=us
Hotel flamingo,"Hotel flamingo, Las Vegas, NV 89101",36.1699412,-115.1398296,Hotel,0x80c8c3753fd386c5:0x356124dc56fba180,,4.0,7,,,{},,"['0x80c8c6a8ece1d073:0xdd53ed089f9bd29c', '0x80c8c715c38020b9:0x9c319b96fae1127a', '0x80c8ea83233e17b3:0x18fb77011da4411f', '0x80c8dd6fa669e63d:0xea0ce7dccf93c46e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c3753fd386c5:0x356124dc56fba180?authuser=-1&hl=en&gl=us
club de sol,"club de sol, 5625 W Tropicana Ave, Las Vegas, NV 89103",36.099577,-115.2184959,Hotel,0x80c8c4213dcf96f9:0x64d9054749b25379,,4.7,3,,,{},,"['0x80c8c1dbb9546749:0xe46dde6a3db2741c', '0x80c8c6a8ece1d073:0xdd53ed089f9bd29c', '0x80c8be4e73e8263f:0xd30fc834918990fc', '0x80c8c4141f465c7d:0xda5a4ca5b57369a0']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c4213dcf96f9:0x64d9054749b25379?authuser=-1&hl=en&gl=us
The Grandview At Las Vegas Building 5 Honeysuckle,"The Grandview At Las Vegas Building 5 Honeysuckle, 9962 Ensworth St, Las Vegas, NV 89183",36.0087779,-115.1786626,Hotel,0x80c8cfd20bbbd2f1:0xb8b1e3369a3ceac4,,4.1,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8cfd20bbbd2f1:0xb8b1e3369a3ceac4?authuser=-1&hl=en&gl=us
Blue Moon Resort,"Blue Moon Resort, 2651 Westwood Dr, Las Vegas, NV 89109",36.141907,-115.172026,"Resort hotel, Hotel",0x80c8c40991a8c415:0x19637341d0275505,,3.2,5,,,{},,"['0x80c8c2e771aa3df3:0x13dd5cace18b8e4b', '0x80c8c40a6ee23f97:0xd8fcccba344e0424']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c40991a8c415:0x19637341d0275505?authuser=-1&hl=en&gl=us
El Rancho Suites,"El Rancho Suites, 1260 El Camino Real, Millbrae, CA 94030",37.6089359,-122.3993876,Hotel,0x808f779fb3554fb9:0x2149376265f415b7,,4.7,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f779fb3554fb9:0x2149376265f415b7?authuser=-1&hl=en&gl=us
Days Inn San Bernardino-University Parkway,"Days Inn San Bernardino-University Parkway, 2000 Ostrems Way, San Bernardino, CA 92407",34.160976999999995,-117.3339642,"Motel, Hotel, Inn, Lodge",0x80c35223c6701429:0x58333b7e74aa6402,"Straightforward hotel with free continental breakfast, parking & WiFi, plus outdoor pool & hot tub.",3.0,8,,,{},,"['0x80c352215b76654b:0xae54b1b4d84ecbcc', '0x80c35223c088c973:0x9f58febc4b8cc5fd', '0x80c353b3f1808e3f:0x47ef804d47d1baa7', '0x80c35339606e9aab:0xbb8e359b26dfc5a5']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c35223c6701429:0x58333b7e74aa6402?authuser=-1&hl=en&gl=us
Days Inn Oakhurst Yosemite,"Days Inn Oakhurst Yosemite, 40662 CA-41, Oakhurst, CA 93644",37.3382159,-119.6451975,"Motel, Hotel, Inn, Lodge",0x80942783c1dfc06b:0x85cf04b86a6b4478,"Straightforward rooms with free continental breakfast & WiFi, in a hotel offering an outdoor pool. ",4.0,8,,,{},,"['0x80942783ec75cb8b:0xa81fe38e61b2d9bd', '0x80942783305fa0c1:0xb76c42c093584108', '0x809427719ec8b3bd:0x95e257ea6f5492f3', '0x80942786b819d24f:0xa93e80b7d372c10c', '0x80969d7d720f0301:0x5b669efbe3e5fe3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80942783c1dfc06b:0x85cf04b86a6b4478?authuser=-1&hl=en&gl=us
The Poets Loft,"The Poets Loft, 19695 CA-1, Marshall, CA 94940",38.1554033,-122.892132,Hotel,0x8085ce0746554b07:0xaad73fb2c2cf854,,4.8,4,,,{},,"['0x8085ce5299fb20b7:0x209f13bbff3d88ea', '0x8085d270e15d4c19:0x146f510c0b29628f', '0x8085cfbdcf13fb2f:0xa90f91bc24a359a8', '0x8085ce11758f007f:0xa4ac20af35d6d654', '0x8085cf7f49dd70c3:0xb80e54c5dec70d3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085ce0746554b07:0xaad73fb2c2cf854?authuser=-1&hl=en&gl=us
Quality Inn,"Quality Inn, 801 Imperial Ave, Calexico, CA 92231",32.6744928,-115.4989826,Hotel,0x80d7653675a6c0e1:0x5cd7d0481cd5a0ef,"Modern hotel with a business center & meeting space, plus an outdoor pool, free breakfast & WiFi.",3.9,18,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d7653675a6c0e1:0x5cd7d0481cd5a0ef?authuser=-1&hl=en&gl=us
The Home Depot Pro Institutional,"The Home Depot Pro Institutional, 1155 E North Ave Suite #104, Fresno, CA 93725",36.69163,-119.7689859,"Home improvement store, Cleaning products supplier, Electrical wholesaler, Hotel supply store, Janitorial equipment supplier, Paper distributor, Plumbing supply store, Wholesaler",0x80945ff263fcef87:0x45edc4550d05f3d5,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).",5.0,1,,"[['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM']]",{},Permanently closed,"['0x80945efda9070c23:0x95ebe64e4451132c', '0x80945c77c060f1b9:0x7083e3873752fe7', '0x80945e611e02c33f:0x5c93dee92d817d2e', '0x80945b65ee820e53:0xf0ac5fe44b3fdf15']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80945ff263fcef87:0x45edc4550d05f3d5?authuser=-1&hl=en&gl=us
Mark Twain Hotel,"Mark Twain Hotel, 1622 Wilcox Ave, Los Angeles, CA 90028",34.1004484,-118.3308899,Hotel,0x80c2bf3bb117a85b:0xcfe4a09ad9028d6b,,3.9,17,,,{},,"['0x80c2bf3bcb9cf8f3:0x770db16cdbe6529e', '0x80c2bf3bafc5cd31:0xa4a1915a29396c6d', '0x80c2bf39023b344b:0x5c4c907e4ef024db', '0x80c2bf3849605319:0x3a0645754897ffee']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bf3bb117a85b:0xcfe4a09ad9028d6b?authuser=-1&hl=en&gl=us
Law Offices of Pierre Vaughn,"Law Offices of Pierre Vaughn, 2801 Camino del Rio S # 207, San Diego, CA 92108",32.769431,-117.133834,"Hotel, Bed & breakfast",0x80d95504407f0f83:0xbc398c2a894dd7b9,,5.0,7,,,{},,"['0x80deaa3a4cd5c6e5:0x4a7106ced76f8d77', '0x80d9553ea5c0eedb:0x5560e4b507715cee', '0x80d955a528783fc5:0x1cf33a173e4e7bf8', '0x80d954a6ff55c09b:0x89af0ce4a486510', '0x80d954a981369343:0x1804b7f3814da9b1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d95504407f0f83:0xbc398c2a894dd7b9?authuser=-1&hl=en&gl=us
Ramada Limited Sacramento,"Ramada Limited Sacramento, 350 Bercut Dr, Sacramento, CA 95811",38.5982669,-121.5029855,Hotel,0x809ad6c3339fdb75:0xcbc8cfe2b44638eb,,3.3,3,,,{},,"['0x809ad6ae69b45ef3:0xfb4f5cc7dfd87c04', '0x809ad77f7ae0a68b:0xcfc691c129ecf517']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ad6c3339fdb75:0xcbc8cfe2b44638eb?authuser=-1&hl=en&gl=us
Okland,"Okland, 121 98th Ave, Oakland, CA 94603",37.7286479,-122.1977961,Hotel,0x808f85a1dba4b2a5:0xe1c3b376f4379860,,4.1,8,,,{},,"['0x808f845402c0a641:0xb0630c0f03017460', '0x808f859f7d81518f:0x5016b535a40f5664', '0x80857e7f91326157:0xf2423062325fc1c5', '0x80857e9dc1bdc281:0x7c8f78cea201ff7c', '0x80857e9dd6ffe3b9:0x185072099524a4d7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f85a1dba4b2a5:0xe1c3b376f4379860?authuser=-1&hl=en&gl=us
"Yreka, CA","Yreka, CA, Yreka St, Yreka, CA 96097",41.7281455,-122.6394882,Hotel,0x54ce45d9f7f33ae5:0xb74a77105753771a,,4.1,28,,,{},,"['0x54ce45e77aaed51d:0xd839892e3e7b0885', '0x54ce45c3c96b731f:0xf86d3f799c452d62', '0x54ce45eb36700ed7:0x5507d7018bf5ab08', '0x54ce45d613e15fe5:0x44119609f38d89a1', '0x54ce45bfd2fb6f59:0xea22f4525f01f71c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x54ce45d9f7f33ae5:0xb74a77105753771a?authuser=-1&hl=en&gl=us
RV campground,"RV campground, Cahuilla Park Rd, La Quinta, CA 92253",33.6262083,-116.2705767,Hotel,0x80da5706dcc2058b:0xdd357abdf00c7032,,4.7,8,,,{},,"['0x80daf8507f05e7e1:0x1b7f82c98be81c54', '0x80daf84fc025bfcd:0x87548ca3e09541b9', '0x80dafa29d516e629:0xd1636548c92ba4ce', '0x80daf7eddaad2509:0x4cd29976ccf52df3', '0x80daf980df147123:0xcbd7dbeef04b0fea']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80da5706dcc2058b:0xdd357abdf00c7032?authuser=-1&hl=en&gl=us
Y,"Y, Stockton, CA 95207",38.0025969,-121.2989819,Hotel,0x80900cfae51d27b7:0xc80510d4a3f829c7,,3.0,2,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80900cfae51d27b7:0xc80510d4a3f829c7?authuser=-1&hl=en&gl=us
Yanks Way,"Yanks Way, Greenfield, CA 93927",36.341961,-121.2550642,Hotel,0x80925f4574df05a5:0xd215c2ba79e65008,,5.0,1,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80925f4574df05a5:0xd215c2ba79e65008?authuser=-1&hl=en&gl=us
"Country Inn & Suites by Radisson, Vallejo Napa Valley, CA","Country Inn & Suites by Radisson, Vallejo Napa Valley, CA, 1000 Admiral Callaghan Ln, Vallejo, CA 94591",38.1343965,-122.2204054,Hotel,0x8085732a7a000f5b:0xe205e8079e17dc3c,,3.4,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085732a7a000f5b:0xe205e8079e17dc3c?authuser=-1&hl=en&gl=us
Marriott Hotel,"Marriott Hotel, 175 Railroad St, Santa Rosa, CA 95401",38.435521,-122.7207404,Hotel,0x808437ff9f700001:0xa3985b7fdcb2caa6,,2.3,3,,,{},,"['0x808438088a440001:0xef051d9f044223ae', '0x808447562cce6d77:0x2a2af7c0b937ac56', '0x808437ff9f347191:0xf24f81fa2bce3f5c', '0x8084481f68f20473:0x64c099ada11ffd50', '0x8084387a9a0e73c5:0x6a4fc477db71777c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808437ff9f700001:0xa3985b7fdcb2caa6?authuser=-1&hl=en&gl=us
MT CARROLL MOTEL,"MT CARROLL MOTEL, US-52, Mt Carroll, IL 61053",42.0814436,-89.99157749999999,Hotel,0x880827db634de51d:0xefec8c1051f1f534,,5.0,1,,,{},,"['0x880827beeb1c5681:0x24ef5dffd983c8', '0x87e29db98830b1db:0xf6c78079baf178d', '0x88082772e684a603:0xfc0c51c779612bf4', '0x87e29b5f6fca6fa7:0x40f04950d065924b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880827db634de51d:0xefec8c1051f1f534?authuser=-1&hl=en&gl=us
Sierra Motel,"Sierra Motel, 229 Main St, Chester, CA 96020",40.3088333,-121.2295794,"Motel, Hotel",0x809d6a263f5f1e9f:0xdf0658b4e15d8ba8,,1.0,1,,,{},,"['0x809d6a24f7305917:0x61be26924a2c615d', '0x809d6a29da37e5ab:0x2f7eb007593818fa', '0x809d6a267d792ccd:0xe06415506f8011a9', '0x809d6a241f8ec14b:0x14dc9e0c34392902']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809d6a263f5f1e9f:0xdf0658b4e15d8ba8?authuser=-1&hl=en&gl=us
Azusa Street,"Azusa Street, 244 San Pedro St, Los Angeles, CA 90012",34.0485636,-118.2418785,Hotel,0x80c2c637e2e13ba1:0xb36037aa062dc5e7,,5.0,1,,,{},,"['0x80c2c6481a6924a1:0xd71609ede6922d48', '0x80c2c648f6582865:0x221ea8adb55c2fb5', '0x80c2c708d4482105:0x6474ed88f7ff3887', '0x80c2c7117601ac23:0x86c970273c9a0f58', '0x80c2c7781564ee1b:0xa8292c12fe0a4aef']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c637e2e13ba1:0xb36037aa062dc5e7?authuser=-1&hl=en&gl=us
Hotel Mathilda,"Hotel Mathilda, 1100 N Mathilda Ave, Sunnyvale, CA 94089",37.4050102,-122.0240783,Hotel,0x808fb79cbae37665:0x71e572027484def8,,3.7,7,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fb79cbae37665:0x71e572027484def8?authuser=-1&hl=en&gl=us
Marconi Hotel,"Marconi Hotel, 554 Broadway, San Francisco, CA 94133",37.7980556,-122.4063889,"Hotel, Lodging",0x808580f47069cc8d:0x8f1fcd7bcdeb85f7,,4.0,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580f47069cc8d:0x8f1fcd7bcdeb85f7?authuser=-1&hl=en&gl=us
Tahoe Inn,"Tahoe Inn, 9937 N Lake Blvd, Kings Beach, CA 96143",39.2274236,-120.0070555,"Motel, Hotel",0x80997ac2eecd8e2f:0xbc09b57a2db52ca0,Unassuming rooms in a budget inn offering a seasonal outdoor pool & complimentary WiFi.,2.1,8,,,{},,"['0x80997ad7b0f2a8ef:0x89c2a5fbb239f79a', '0x80997b2cde887519:0x7f044f99025c54c4', '0x80997ad7ae5ef563:0xf130d221ce58c223']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80997ac2eecd8e2f:0xbc09b57a2db52ca0?authuser=-1&hl=en&gl=us
Navy Gateway Inns,"Navy Gateway Inns, 034-350-028 Naval Air Facility, 2200 Bennett Rd, El Centro, CA 92243",32.820843,-115.6780436,Hotel,0x80d9e1220804504b:0x73b1a2af6f3032c7,,3.8,8,,,{},,"['0x80d767bf7573e74d:0x6703de277ed6f6fb', '0x80d76734a44ba753:0x2872d996d79d6698', '0x80d7612b2e210201:0xbaac64847b47f413', '0x80d76733fb60862f:0xff3762304660df1e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d9e1220804504b:0x73b1a2af6f3032c7?authuser=-1&hl=en&gl=us
Hotel Astoria,"Hotel Astoria, 510 Bush St, San Francisco, CA 94108",37.7906292,-122.40589,Hotel,0x808580895f7fce37:0x8882df4a8b997dcf,"No-frills budget lodging with choice of private or shared bathrooms, plus free WiFi in the lobby.",2.4,35,,,{},,"['0x8085808be1af2b7f:0x74835c1fa7b2c3dc', '0x8085809089b35d35:0xdec0c370b0739bab']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580895f7fce37:0x8882df4a8b997dcf?authuser=-1&hl=en&gl=us
Best Western Golden Triangle Inn - Closed,"Best Western Golden Triangle Inn - Closed, 5550 Clairemont Mesa Blvd, San Diego, CA 92117",32.83439,-117.173416,Hotel,0x80dbff808174e0d3:0x9fd7d36a22c55288,"Straightforward property with a fitness center & steam room, plus free breakfast, WiFi & parking.",3.2,48,,,{},,"['0x80d954216e231351:0x11332942a9274e35', '0x80deaba325dce02d:0xb688575d0affb38d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dbff808174e0d3:0x9fd7d36a22c55288?authuser=-1&hl=en&gl=us
Quality Inn,"Quality Inn, 3535 Janes Rd, Arcata, CA 95521",40.9027639,-124.0906151,"Hotel, Lodge",0x54d150abdeb4ba33:0x86ca39b8ca802827,"Straightforward hotel with a seasonal outdoor pool, plus free continental breakfast & WiFi.",2.9,28,,,{},,"['0x54d150aaac47123d:0xe2b4bbd3abba7567', '0x54d15580255718cb:0xe9d9e9d373012609']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x54d150abdeb4ba33:0x86ca39b8ca802827?authuser=-1&hl=en&gl=us
Tip Top Inn,"Tip Top Inn, 3086 Wass Rd, Mariposa, CA 95338",37.4541219,-119.8256686,Hotel,0x8096bd2dc775306b:0x9248fc367b55280a,,5.0,8,,,{},,"['0x8096b90a2538c3eb:0x9607f9ac01c2535d', '0x8096ba048f7429f3:0x4765a516ebe837cc', '0x8096b8f5a2d3aad3:0x2f2014a61205154', '0x80943b9d5e07efeb:0x8921e6c5de220f4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8096bd2dc775306b:0x9248fc367b55280a?authuser=-1&hl=en&gl=us
Americas Best Value Inn & Suites Wine Country,"Americas Best Value Inn & Suites Wine Country, 866 Hopper Ave, Santa Rosa, CA 95403",38.4787325,-122.7349292,"Extended stay hotel, Hotel, Motel",0x8084388e06ff133d:0x2ab126d4f6bf3945,"No-frills rooms offering free WiFi & breakfast, plus a business center & a seasonal outdoor pool.",2.8,67,,,{},,"['0x8084389208696f55:0xadaeb31ed3d0319d', '0x8084387a9a0e73c5:0x6a4fc477db71777c', '0x80843e09c7edf11b:0xceeba9874ae62aad', '0x80844778669565e7:0x2ccf263fdfdf533', '0x8084387cd531476d:0xef09df43f78e8da3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8084388e06ff133d:0x2ab126d4f6bf3945?authuser=-1&hl=en&gl=us
Rimrock Heights,"Rimrock Heights, 2676 Orange Trail, Pioneertown, CA 92268",34.200472999999995,-116.562795,Hotel,0x80db2dcb5fca7a43:0xa2243d8542f17fff,,4.8,4,,,{},,"['0x80db2c31f41b5d9f:0xad9425c179692967', '0x80db28dfa15c5261:0xa665d4d4eb6ad4d0', '0x80db294539ee82e1:0x76d9121e852e9004', '0x80db2d86ca68dc73:0x95c9d521f0c4a3c9']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db2dcb5fca7a43:0xa2243d8542f17fff?authuser=-1&hl=en&gl=us
Villas at Sunset Marquis,"Villas at Sunset Marquis, Sunset Marquis, 1200 Alta Loma Rd, West Hollywood, CA 90069",34.092773,-118.3775259,Hotel,0x80c2bebc4215bf21:0x204b877fd8b05c8e,,5.0,3,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bebc4215bf21:0x204b877fd8b05c8e?authuser=-1&hl=en&gl=us
Fleetwood of the Desert,"Fleetwood of the Desert, 1240 Pasatiempo Rd, Palm Springs, CA 92262",33.8389342,-116.5314862,Hotel,0x80db1b935882f60d:0xbaba6b69857908c9,,5.0,6,,,{},,"['0x80db1bc42cbe5ae7:0x25cb9644ec47abaa', '0x80db1bda876d34c5:0x454ffc57255b34d7', '0x80db1bb668944ec3:0xa09debf9aa01ac17', '0x80db1bd01bd73f6d:0xa21c1062f78865f1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db1b935882f60d:0xbaba6b69857908c9?authuser=-1&hl=en&gl=us
Fountaln Motel,"Fountaln Motel, 155 CA-1, Mill Valley, CA 94941",37.8807177,-122.5196072,Hotel,0x8085854699fe83d3:0x76ba27f80990a814,,3.3,3,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085854699fe83d3:0x76ba27f80990a814?authuser=-1&hl=en&gl=us
Days Inn Second Building,"Days Inn Second Building, 792 Munras Ave, Monterey, CA 93940",36.5942262,-121.8939965,Hotel,0x808de425907376f1:0xb97bb2dd5cd6531e,,3.8,5,,,{},,"['0x808de42f8439aeaf:0x180e44b15320a7d6', '0x808de42a238d8375:0xf95065670bda7a7b', '0x80ec1e9a93484fed:0xcbfd09011c5eaea6', '0x808de4fa944a8cd1:0xb60f01b4a5c3b8d1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808de425907376f1:0xb97bb2dd5cd6531e?authuser=-1&hl=en&gl=us
West Hotel LP,"West Hotel LP, 141 Eddy St, San Francisco, CA 94102",37.7840577,-122.4099743,"Hotel, Lodging",0x8085808578a5676b:0x1c5dcd8cf55e0bb4,,3.4,8,,,{},,"['0x808580906972db75:0x1162b5eee5f1cfe1', '0x808580845eaece7d:0x8c080b82a7532813', '0x8085808fd0282737:0xe64fc3081726a631', '0x8085808472815f4f:0xfcd62e9cffae9745']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085808578a5676b:0x1c5dcd8cf55e0bb4?authuser=-1&hl=en&gl=us
Tucked Away,"Tucked Away, 42490 N Kaweah River Dr, Three Rivers, CA 93271",36.4665256,-118.9110535,Hotel,0x809545a1115fc5db:0x3ab0c67ec9f64527,,5.0,2,,,{},,"['0x80954f6dbfa93385:0x9b96c5825dd02aa3', '0x8095457efbcddd83:0xeb5ef018e317d204', '0x80954542c235581d:0x996fc88d16bfbe13', '0x809553b39ca51b59:0x7eb4e3e9fe831d58', '0x809563c891c09f41:0xcc903d29f203a4fa']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809545a1115fc5db:0x3ab0c67ec9f64527?authuser=-1&hl=en&gl=us
Little River Inn Golf and Tennis Club,"Little River Inn Golf and Tennis Club, 7901 CA-1, Little River, CA 95456",39.2725648,-123.7896108,Hotel,0x8081ad491327735d:0xa9aa481614823711,,4.7,8,,,{},,"['0x8081ad39e2913a63:0x3ddfe3883845d2d7', '0x8081ad37d84ceb33:0xdb154a6fddece6d8', '0x8081ad244b7702e9:0x5a5bd8ddeaee5825', '0x8081ad4c281733ef:0x8d41dcb24e93ccd1', '0x8081ad4de0328275:0xd1afcd3ca76cfec1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8081ad491327735d:0xa9aa481614823711?authuser=-1&hl=en&gl=us
Sierra Blue Suites,"Sierra Blue Suites, 563 Lynn Rd #1016, Big Bear Lake, CA 92315",34.24241,-116.914694,Hotel,0x80c4b3be1ddc329f:0xeef47fbb9eff6a81,,2.3,4,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c4b3be1ddc329f:0xeef47fbb9eff6a81?authuser=-1&hl=en&gl=us
Villa Del Maré,"Villa Del Maré, 24631 Ward Ave, Fort Bragg, CA 95437",39.4938347,-123.782891,Hotel,0x8081cb7a83a0011b:0x452e0e8ff947bacb,,4.0,1,,,{},,"['0x80803537d7b5ff93:0xbee8c128c4178613', '0x80803536553498d9:0x234d61bc0a5a379c', '0x80804ab80fb582b7:0x3a141a5efa50751', '0x80804adf0d7f4917:0x918f8d63daf0637f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8081cb7a83a0011b:0x452e0e8ff947bacb?authuser=-1&hl=en&gl=us
Bunny Leisure Apartments,"Bunny Leisure Apartments, 790 Montgomery St, Oroville, CA 95965",39.5099174,-121.5683807,Hotel,0x809cb5b10c1a46e9:0x3b73a4118be4445d,,1.9,8,,,{},,"['0x809cb5ca07d285c7:0xef46e9e6c70c3088', '0x809cb5bfbd67e527:0x22c2196bc74c58ca', '0x809cb5b20e5860d7:0xbb309bf8fc45ce68', '0x809cb430de23dea1:0x2a4c5b8d434e2f91', '0x809cb5ccd6700263:0x5e9757ca1cd0d185']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809cb5b10c1a46e9:0x3b73a4118be4445d?authuser=-1&hl=en&gl=us
